latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
316.45,1592268,,,LKH,,
335.67,1592108,"[(4800, 6900, 0, 4800)]",319.0,fast_thinking,1592268.0,SubTSP‑1592268
369.61,1592046,"[(13250, 15000, 9500, 12000)]",468.0,reasoning,1592268.0,SubTSP‑1592108
453.61,1591869,"[(15700, 19946, 17000, 23880), (9600, 12400, 12025, 13400)]",469.0,fast_thinking,1592268.0,SubTSP‑1592046
467.69,1591607,"[(8000, 12000, 15350, 18000)]",455.0,fast_thinking,1592046.0,SubTSP‑1591869
496.49,1591468,"[(11000, 13500, 15400, 18200)]",458.0,fast_thinking,1591869.0,SubTSP‑1591607
517.84,1591248,"[(1350, 2450, 7800, 9620), (12440, 15000, 8100, 10100)]",457.0,fast_thinking,1591607.0,SubTSP‑1591468
543.99,1591221,"[(500, 2200, 9700, 11700), (13200, 17600, 6000, 11000)]",392.0,fast_thinking,1591468.0,SubTSP‑1591248
581.03,1590796,"[(3245, 6885, 14040, 19305), (13000, 18000, 1800, 7000)]",738.0,fast_thinking,1591248.0,SubTSP‑1591221
625.26,1590796,"[(2270, 3550, 7530, 10040), (15500, 19900, 14000, 20000)]",941.0,fast_thinking,1591221.0,SubTSP‑1590796
649.46,1590509,"[(14255, 15500, 11790, 15400)]",278.0,fast_thinking,1590796.0,SubTSP‑1590796
666.3,1590503,"[(1500, 6000, 0, 5000)]",422.0,reasoning,1590796.0,SubTSP‑1590509
694.27,1590380,"[(7700, 9850, 18750, 21750), (5800, 9000, 1550, 4100)]",842.0,fast_thinking,1590796.0,SubTSP‑1590503
735.67,1590355,"[(3800, 5500, 6200, 8800)]",325.0,reasoning,1590509.0,SubTSP‑1590380
780.02,1590056,"[(10800, 14020, 18630, 21870), (9500, 12000, 9800, 11200)]",977.0,fast_thinking,1590503.0,SubTSP‑1590355
781.11,1589727,"[(11000, 12850, 0, 6600)]",355.0,reasoning,1590380.0,SubTSP‑1590056
801.18,1589727,"[(12000, 14100, 13800, 16300), (12000, 15600, 3000, 6000)]",650.0,fast_thinking,1590355.0,SubTSP‑1589727
839.55,1589444,"[(3550, 4450, 8250, 10850), (12400, 14200, 17200, 19200)]",613.0,fast_thinking,1589727.0,SubTSP‑1589727
864.11,1589444,"[(308, 1900, 7293, 9100), (14400, 17000, 18000, 21600)]",679.0,fast_thinking,1589727.0,SubTSP‑1589444
893.31,1588945,"[(14600, 18600, 17000, 21700), (7360, 10240, 12100, 13500)]",687.0,fast_thinking,1589444.0,SubTSP‑1589444
910.69,1588945,"[(2100, 3500, 6400, 8000), (14500, 16900, 10620, 13275)]",744.0,fast_thinking,1589444.0,SubTSP‑1588945
941.24,1588939,"[(13900, 16400, 9000, 10800)]",147.0,fast_thinking,1588945.0,SubTSP‑1588945
971.0,1588859,"[(3800, 7000, 12000, 18000)]",350.0,reasoning,1589444.0,SubTSP‑1588939
971.59,1588795,"[(1800, 3060, 7500, 9000), (15300, 19700, 4000, 9000)]",304.0,fast_thinking,1588945.0,SubTSP‑1588859
975.35,1588741,"[(9000, 11600, 21000, 22950), (6800, 15451, 22424, 23664)]",176.0,fast_thinking,1588939.0,SubTSP‑1588795
