latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
316.45,1592268,,,LKH,,
520.64,1591470,"[(1700, 4200, 6100, 8000), (10400, 12400, 9900, 12300)]",1203.0,fast_thinking,1592268.0,SubTSP‑1592268
598.16,1591390,"[(2000, 4800, 5800, 8800)]",931.0,fast_thinking,1592268.0,SubTSP‑1591470
735.08,1591167,"[(15000, 23000, 14000, 20500), (2000, 4800, 6200, 9000)]",1617.0,fast_thinking,1591470.0,SubTSP‑1591390
811.72,1591166,"[(10000, 13000, 9500, 11700), (2400, 5400, 5000, 8500)]",1879.0,fast_thinking,1591390.0,SubTSP‑1591167
876.33,1591166,"[(10400, 13600, 10300, 12900)]",996.0,reasoning,1592268.0,SubTSP‑1591166
954.95,1590721,"[(11000, 14000, 10100, 12300)]",867.0,fast_thinking,1591167.0,SubTSP‑1591166
1195.24,1590344,"[(11000, 14000, 11000, 14000)]",920.0,fast_thinking,1591166.0,SubTSP‑1590721
1245.59,1590309,"[(11000, 14500, 16500, 20500)]",823.0,fast_thinking,1590721.0,SubTSP‑1590344
1387.79,1590253,"[(2600, 4900, 5800, 9400)]",970.0,fast_thinking,1590344.0,SubTSP‑1590309
1759.64,1589650,"[(2400, 4200, 7000, 10500), (10000, 12750, 10000, 12500)]",1891.0,fast_thinking,1590309.0,SubTSP‑1590253
1850.48,1589650,"[(5000, 9500, 6000, 10000), (10000, 14000, 9000, 11050)]",1652.0,fast_thinking,1590253.0,SubTSP‑1589650
1999.93,1589647,"[(11000, 14000, 11000, 14000), (2400, 4600, 6600, 9200)]",1748.0,fast_thinking,1589650.0,SubTSP‑1589650
