latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
4.4,80883,,,LKH,,
71.43,80848,"[(350, 2300, 1150, 2100), (2550, 4300, 2100, 3200)]",746.0,reasoning,80883.0,SubTSP‑80883
122.04,80848,"[(350, 2100, 1150, 2100), (2500, 4300, 1850, 3200)]",814.0,reasoning,80883.0,SubTSP‑80848
170.93,80689,"[(100, 1800, 600, 2600), (2350, 3150, 1200, 2600)]",744.0,fast_thinking,80883.0,SubTSP‑80848
178.02,80689,"[(400, 2000, 200, 1200), (3000, 4700, 2300, 3550)]",460.0,reasoning,80848.0,SubTSP‑80689
190.87,80689,"[(2700, 4700, 1300, 2200)]",291.0,reasoning,80848.0,SubTSP‑80689
314.33,80642,"[(2400, 3950, 1200, 2050)]",297.0,reasoning,80848.0,SubTSP‑80689
331.98,80642,"[(0, 1200, 800, 2000), (2950, 4750, 1800, 3400)]",630.0,reasoning,80689.0,SubTSP‑80642
465.59,80608,"[(2850, 3950, 1000, 2000)]",302.0,reasoning,80689.0,SubTSP‑80642
517.04,80580,"[(100, 1850, 200, 1400), (3100, 4700, 1200, 2200)]",483.0,reasoning,80689.0,SubTSP‑80608
531.79,80577,"[(1200, 2350, 900, 2100), (2100, 3200, 300, 1400)]",457.0,reasoning,80642.0,SubTSP‑80580
531.97,80577,"[(3200, 4782, 2400, 3589)]",197.0,reasoning,80642.0,SubTSP‑80577
592.48,80577,"[(900, 3150, 1200, 2400)]",631.0,reasoning,80642.0,SubTSP‑80577
592.68,80577,"[(1200, 3150, 0, 1150)]",190.0,reasoning,80642.0,SubTSP‑80577
592.82,80577,"[(2050, 3180, 2350, 3589)]",218.0,reasoning,80608.0,SubTSP‑80577
615.49,80563,"[(3150, 4782, 0, 1200)]",102.0,reasoning,80608.0,SubTSP‑80577
615.94,80560,"[(3150, 4782, 1200, 2350)]",297.0,reasoning,80608.0,SubTSP‑80563
618.67,80560,"[(800, 2300, 1400, 3000)]",637.0,reasoning,80608.0,SubTSP‑80560
618.84,80560,"[(2300, 3140, 2550, 3589)]",113.0,reasoning,80608.0,SubTSP‑80560
619.02,80560,"[(1200, 3000, 2600, 3589)]",287.0,reasoning,80580.0,SubTSP‑80560
619.82,80560,"[(0, 1150, 0, 900), (320, 1500, 1200, 2000)]",185.0,reasoning,80577.0,SubTSP‑80560
631.16,80560,"[(0, 1150, 900, 2000), (1150, 2400, 2000, 3200)]",525.0,reasoning,80577.0,SubTSP‑80560
632.61,80560,"[(2300, 3150, 1150, 2350)]",192.0,reasoning,80577.0,SubTSP‑80560
632.75,80560,"[(1150, 2300, 0, 900)]",42.0,reasoning,80577.0,SubTSP‑80560
637.6,80560,"[(0, 1150, 2000, 3589), (1150, 2300, 900, 2000)]",485.0,reasoning,80577.0,SubTSP‑80560
637.96,80560,"[(0, 1150, 0, 326), (2350, 3150, 1200, 2050)]",121.0,reasoning,80577.0,SubTSP‑80560
638.26,80560,"[(0, 1150, 200, 1200), (2400, 3150, 2050, 3589)]",248.0,reasoning,80577.0,SubTSP‑80560
654.3,80555,"[(2350, 3140, 0, 1100), (3150, 4782, 0, 1150)]",147.0,reasoning,80577.0,SubTSP‑80560
655.06,80555,"[(3150, 4782, 1200, 2400)]",300.0,reasoning,80563.0,SubTSP‑80555
662.58,80555,"[(0, 1150, 900, 2000), (3150, 4782, 2400, 3589)]",362.0,reasoning,80560.0,SubTSP‑80555
663.59,80555,"[(1150, 2350, 900, 2000)]",330.0,reasoning,80560.0,SubTSP‑80555
664.26,80555,"[(2350, 3150, 0, 1200), (0, 1150, 1200, 2000)]",157.0,reasoning,80560.0,SubTSP‑80555
