latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
232.81,474929,,,LKH,,
259.14,474844,"[(3600, 4040, 5400, 6240), (6600, 7000, 3200, 3650)]",607.0,fast_thinking,474929.0,SubTSP‑474929
267.22,474844,"[(2121, 3100, 6200, 7450), (6400, 8200, 8200, 9000)]",131.0,reasoning,474929.0,SubTSP‑474844
297.76,474779,"[(2880, 3600, 4840, 5600), (6500, 7000, 3300, 3800)]",644.0,reasoning,474844.0,SubTSP‑474844
319.53,474570,"[(4000, 4700, 6000, 7000), (7020, 8180, 2330, 3550)]",740.0,reasoning,474844.0,SubTSP‑474779
345.39,474518,"[(4100, 4550, 5450, 6050), (7200, 9000, 7800, 9200)]",324.0,reasoning,474779.0,SubTSP‑474570
384.81,474483,"[(2745, 3600, 4700, 5400), (6600, 9118, 7800, 9400)]",335.0,reasoning,474570.0,SubTSP‑474518
391.66,474386,"[(3040, 3600, 5400, 6200), (5480, 6200, 2800, 3500)]",657.0,fast_thinking,474518.0,SubTSP‑474483
412.13,474382,"[(2171, 3100, 4450, 6200), (6400, 7400, 3100, 3600)]",411.0,reasoning,474518.0,SubTSP‑474386
422.04,474379,"[(3040, 3600, 5400, 6400)]",472.0,fast_thinking,474518.0,SubTSP‑474382
447.73,474315,"[(6060, 6900, 3000, 3800), (3020, 3520, 5280, 6120)]",791.0,fast_thinking,474382.0,SubTSP‑474379
469.17,474315,"[(3120, 3600, 6900, 7540), (7200, 9118, 8300, 10300)]",186.0,reasoning,474386.0,SubTSP‑474315
493.12,474209,"[(5280, 6160, 3120, 3960)]",457.0,fast_thinking,474379.0,SubTSP‑474315
514.45,474209,"[(3120, 3600, 5400, 6204), (5400, 6200, 2700, 3400)]",644.0,fast_thinking,474315.0,SubTSP‑474209
535.72,474195,"[(3300, 3900, 5600, 6400)]",452.0,fast_thinking,474209.0,SubTSP‑474209
558.13,474193,"[(3800, 4200, 5920, 6320), (7000, 9118, 8200, 10800)]",243.0,reasoning,474315.0,SubTSP‑474195
576.62,474106,"[(5280, 6000, 2720, 3680)]",393.0,fast_thinking,474209.0,SubTSP‑474193
578.41,474106,"[(3940, 4340, 6120, 6480), (6400, 8200, 7800, 10000)]",212.0,reasoning,474195.0,SubTSP‑474106
617.25,474064,"[(2910, 3502, 5060, 5600), (6200, 9118, 7800, 10200)]",481.0,reasoning,474106.0,SubTSP‑474106
640.36,474064,"[(3000, 3400, 5400, 6600), (5100, 5800, 3300, 4000)]",663.0,fast_thinking,474106.0,SubTSP‑474064
672.84,474054,"[(5520, 6360, 2760, 3840), (3000, 3480, 5280, 6480)]",959.0,fast_thinking,474064.0,SubTSP‑474064
695.37,474009,"[(2208, 3200, 5100, 7100), (6000, 7900, 8500, 9200)]",459.0,reasoning,474064.0,SubTSP‑474054
710.21,473994,"[(5600, 6400, 2800, 3600)]",331.0,fast_thinking,474054.0,SubTSP‑474009
727.94,473994,"[(3147, 3789, 6900, 7380), (6200, 9118, 8200, 11821)]",380.0,reasoning,474054.0,SubTSP‑473994
748.83,473936,"[(5480, 6120, 8520, 9520)]",411.0,fast_thinking,474009.0,SubTSP‑473994
791.4,473894,"[(3600, 4080, 6960, 7440)]",245.0,reasoning,473936.0,SubTSP‑473936
799.7,473840,"[(5880, 6760, 2680, 3640)]",424.0,fast_thinking,473936.0,SubTSP‑473894
828.09,473840,"[(3900, 4300, 6000, 6600), (6480, 7080, 3160, 3520)]",441.0,reasoning,473936.0,SubTSP‑473840
844.19,473836,"[(6400, 7080, 3080, 3600)]",248.0,reasoning,473840.0,SubTSP‑473840
849.05,473798,"[(5880, 6760, 2640, 3640)]",430.0,fast_thinking,473894.0,SubTSP‑473836
869.73,473756,"[(3600, 4080, 6120, 6960), (6560, 7040, 3200, 3560)]",494.0,reasoning,473840.0,SubTSP‑473798
881.03,473756,"[(3070, 3560, 5400, 6600), (5880, 6760, 2640, 3640)]",923.0,fast_thinking,473840.0,SubTSP‑473756
895.06,473756,"[(3960, 4520, 6000, 6770), (6400, 7200, 3200, 3800)]",639.0,reasoning,473798.0,SubTSP‑473756
912.15,473738,"[(5200, 6000, 2700, 3600)]",399.0,fast_thinking,473756.0,SubTSP‑473756
913.0,473703,"[(3960, 4520, 6600, 7440), (7300, 9000, 7800, 9400)]",254.0,reasoning,473756.0,SubTSP‑473738
943.13,473689,"[(2382, 3300, 5200, 6864), (7200, 9000, 8200, 10400)]",461.0,reasoning,473756.0,SubTSP‑473703
984.01,473654,"[(3700, 4200, 5600, 6300), (6400, 7200, 3120, 3840)]",815.0,fast_thinking,473703.0,SubTSP‑473689
1006.93,473654,"[(2940, 3340, 5280, 6880), (5200, 6200, 2700, 3400)]",849.0,fast_thinking,473689.0,SubTSP‑473654
1034.83,473653,"[(3950, 4550, 5860, 6360)]",376.0,reasoning,473654.0,SubTSP‑473654
1049.75,473639,"[(2220, 3300, 5200, 6780), (6300, 9000, 8400, 10800)]",498.0,reasoning,473654.0,SubTSP‑473653
1073.42,473639,"[(3040, 3560, 5600, 6720), (6000, 7000, 2800, 3600)]",888.0,fast_thinking,473653.0,SubTSP‑473639
1097.48,473634,"[(3300, 3700, 5600, 6200)]",240.0,fast_thinking,473639.0,SubTSP‑473639
1129.6,473634,"[(3200, 3680, 5400, 6400), (6000, 7000, 3000, 3800)]",928.0,fast_thinking,473639.0,SubTSP‑473634
1148.77,473564,"[(7600, 9000, 3600, 4360)]",266.0,reasoning,473634.0,SubTSP‑473634
1242.65,473550,"[(7200, 8200, 3280, 4280), (3308, 3700, 5600, 6600)]",825.0,fast_thinking,473564.0,SubTSP‑473564
1276.75,473442,"[(7100, 8000, 3300, 4200)]",346.0,fast_thinking,473564.0,SubTSP‑473550
1331.37,473442,"[(7200, 9118, 7800, 9300), (2171, 3040, 4520, 6680)]",113.0,reasoning,473442.0,SubTSP‑473442
1347.31,473428,"[(7060, 7800, 3200, 4000)]",271.0,fast_thinking,473550.0,SubTSP‑473442
1347.98,473412,"[(7300, 9000, 8200, 9600), (5020, 6180, 2260, 3180)]",308.0,reasoning,473442.0,SubTSP‑473428
1380.13,473412,"[(3030, 3600, 5400, 6200), (6000, 6800, 3200, 4000)]",763.0,fast_thinking,473442.0,SubTSP‑473412
1386.21,473402,"[(2868, 3320, 4700, 6100), (6400, 8600, 8200, 11000)]",383.0,reasoning,473442.0,SubTSP‑473412
1411.21,473401,"[(5640, 6800, 2880, 3600)]",453.0,fast_thinking,473412.0,SubTSP‑473402
1436.27,473392,"[(3446, 3950, 5014, 5300), (6400, 7400, 3200, 3600)]",447.0,reasoning,473412.0,SubTSP‑473401
1454.12,473374,"[(2290, 3150, 4580, 7220), (4900, 5600, 2310, 3200)]",444.0,reasoning,473401.0,SubTSP‑473392
1479.43,473374,"[(3900, 4350, 6000, 6550), (6800, 9118, 8200, 10400)]",290.0,reasoning,473392.0,SubTSP‑473374
1500.41,473364,"[(2330, 3300, 4510, 6790)]",489.0,reasoning,473374.0,SubTSP‑473374
1540.31,473364,"[(3000, 3400, 5200, 6400), (6000, 7200, 3000, 3600)]",820.0,reasoning,473374.0,SubTSP‑473364
1587.46,473352,"[(5200, 6000, 3200, 4200)]",496.0,fast_thinking,473364.0,SubTSP‑473364
1589.78,473338,"[(4000, 4550, 6100, 7600)]",433.0,reasoning,473364.0,SubTSP‑473352
1598.21,473338,"[(3000, 3480, 5400, 6200), (5200, 6400, 2640, 3360)]",735.0,fast_thinking,473364.0,SubTSP‑473338
1629.65,473232,"[(4920, 5480, 3360, 4120)]",282.0,fast_thinking,473338.0,SubTSP‑473338
1641.88,473231,"[(3800, 4420, 6000, 6600), (7200, 9118, 8000, 9700)]",365.0,reasoning,473338.0,SubTSP‑473232
1661.5,473231,"[(3700, 4100, 5400, 6600), (5400, 6200, 2700, 3600)]",877.0,fast_thinking,473338.0,SubTSP‑473231
1667.29,473226,"[(4400, 5100, 5400, 6000), (7600, 9000, 8000, 9800)]",306.0,reasoning,473232.0,SubTSP‑473231
1684.97,473226,"[(2920, 3380, 5440, 6880), (5320, 6160, 3300, 4000)]",781.0,fast_thinking,473231.0,SubTSP‑473226
1689.1,473225,"[(3516, 4000, 6400, 6924), (6400, 9118, 8200, 10272)]",251.0,reasoning,473231.0,SubTSP‑473226
1707.88,473225,"[(2231, 3200, 4580, 7220), (6400, 9118, 8200, 11200)]",397.0,reasoning,473226.0,SubTSP‑473225
1741.36,473191,"[(6400, 7200, 3600, 4400)]",296.0,fast_thinking,473226.0,SubTSP‑473225
1746.69,473110,"[(3079, 3647, 6320, 7083), (5060, 5600, 9000, 9800)]",717.0,reasoning,473225.0,SubTSP‑473191
1790.89,473100,"[(3060, 3520, 6800, 7362)]",193.0,reasoning,473110.0,SubTSP‑473110
1795.26,473078,"[(6400, 7200, 3300, 4100)]",364.0,fast_thinking,473110.0,SubTSP‑473100
1866.1,473078,"[(3930, 4370, 6000, 6360), (6500, 7000, 3100, 3600)]",441.0,reasoning,473078.0,SubTSP‑473078
1899.46,473076,"[(6000, 7000, 3300, 4100)]",477.0,fast_thinking,473110.0,SubTSP‑473078
1909.38,473066,"[(5680, 6400, 3220, 4200)]",399.0,fast_thinking,473078.0,SubTSP‑473076
1928.82,473053,"[(6800, 8200, 2400, 3200)]",174.0,reasoning,473078.0,SubTSP‑473066
1947.11,473005,"[(4200, 5000, 5800, 6400), (6842, 8494, 5323, 8645)]",452.0,reasoning,473066.0,SubTSP‑473053
1967.03,473005,"[(2320, 3200, 6400, 7450), (7200, 9000, 8200, 10300)]",139.0,reasoning,473053.0,SubTSP‑473005
1983.23,473005,"[(3100, 3600, 5400, 6400), (5200, 6000, 2800, 3600)]",793.0,fast_thinking,473053.0,SubTSP‑473005
2032.65,472998,"[(3560, 4120, 6700, 7320)]",373.0,reasoning,473005.0,SubTSP‑473005
