latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
316.45,1592268,,,LKH,,
340.79,1592096,"[(8840, 10900, 10400, 12200)]",434.0,reasoning,1592268.0,SubTSP‑1592268
344.31,1592096,"[(2000, 3300, 7200, 9000), (11000, 12000, 10500, 12000)]",579.0,fast_thinking,1592268.0,SubTSP‑1592096
359.08,1591656,"[(12000, 14550, 15000, 17600)]",442.0,reasoning,1592268.0,SubTSP‑1592096
393.78,1591625,"[(1258, 2600, 6300, 7600), (12528, 14150, 11100, 12950)]",465.0,reasoning,1592096.0,SubTSP‑1591656
396.33,1591511,"[(1200, 2700, 6200, 8600)]",337.0,fast_thinking,1591656.0,SubTSP‑1591625
424.86,1591334,"[(11800, 13870, 11700, 13500)]",381.0,reasoning,1591656.0,SubTSP‑1591511
429.75,1591334,"[(1200, 2600, 6400, 8600), (7600, 9800, 10200, 12800)]",779.0,fast_thinking,1591656.0,SubTSP‑1591334
455.09,1590987,"[(13200, 15960, 12260, 15000)]",406.0,reasoning,1591511.0,SubTSP‑1591334
482.63,1590977,"[(10200, 12400, 10800, 12900)]",500.0,fast_thinking,1591334.0,SubTSP‑1590987
496.8,1590644,"[(8680, 10050, 14190, 15450), (3600, 5200, 8800, 10450)]",416.0,reasoning,1591334.0,SubTSP‑1590977
503.72,1590644,"[(2000, 3600, 7200, 9000), (9950, 11650, 10400, 12200)]",839.0,fast_thinking,1590987.0,SubTSP‑1590644
528.6,1590293,"[(1200, 3000, 5600, 8200), (11000, 12500, 12400, 14600)]",695.0,fast_thinking,1590644.0,SubTSP‑1590644
548.72,1590293,"[(11000, 14000, 15600, 18040), (1200, 3000, 7400, 9000)]",883.0,reasoning,1590644.0,SubTSP‑1590293
557.95,1589921,"[(8800, 12000, 14000, 16000)]",389.0,reasoning,1590293.0,SubTSP‑1590293
577.79,1589921,"[(1200, 3000, 5600, 8200), (10000, 12000, 12200, 14800)]",775.0,fast_thinking,1590293.0,SubTSP‑1589921
603.14,1589826,"[(1200, 2600, 6200, 8800), (9000, 11600, 13200, 15600)]",724.0,fast_thinking,1589921.0,SubTSP‑1589921
623.73,1589826,"[(1200, 2600, 6400, 8800), (9200, 11600, 13400, 15800)]",711.0,fast_thinking,1589921.0,SubTSP‑1589826
637.82,1589824,"[(3600, 4720, 7320, 9000)]",213.0,reasoning,1589921.0,SubTSP‑1589826
654.09,1589625,"[(2400, 3600, 7600, 9800)]",389.0,fast_thinking,1589826.0,SubTSP‑1589824
680.31,1589625,"[(1200, 2600, 5600, 8200), (7800, 9300, 10800, 13300)]",544.0,fast_thinking,1589824.0,SubTSP‑1589625
697.09,1589625,"[(3200, 4100, 7300, 10200), (7549, 9000, 11018, 12962)]",619.0,reasoning,1589826.0,SubTSP‑1589625
718.37,1589532,"[(9200, 11600, 12600, 15000), (2000, 3200, 6600, 9200)]",860.0,fast_thinking,1589625.0,SubTSP‑1589625
721.38,1589362,"[(4200, 5420, 8400, 10680), (11500, 13300, 13280, 15200)]",402.0,reasoning,1589625.0,SubTSP‑1589532
744.46,1589362,"[(1400, 3000, 6200, 9000), (10300, 11600, 10000, 11800)]",870.0,fast_thinking,1589625.0,SubTSP‑1589362
769.28,1589146,"[(6200, 9800, 11800, 15000)]",498.0,reasoning,1589532.0,SubTSP‑1589362
801.62,1589146,"[(2200, 3600, 7600, 9800), (9620, 10900, 10400, 12400)]",734.0,fast_thinking,1589362.0,SubTSP‑1589146
846.27,1589099,"[(12600, 14200, 10500, 12800)]",426.0,fast_thinking,1589146.0,SubTSP‑1589146
859.43,1589099,"[(1200, 2600, 6200, 8800), (8400, 9600, 10400, 12000)]",542.0,fast_thinking,1589146.0,SubTSP‑1589099
869.23,1589041,"[(12100, 14500, 17600, 20150)]",330.0,reasoning,1589146.0,SubTSP‑1589099
905.06,1588812,"[(13500, 16000, 12000, 14400), (300, 3400, 8800, 10680)]",754.0,reasoning,1589099.0,SubTSP‑1589041
961.73,1588776,"[(11800, 13200, 10500, 12500), (3000, 4200, 8800, 10800)]",772.0,fast_thinking,1588812.0,SubTSP‑1588812
978.68,1588771,"[(11200, 12800, 10800, 12400)]",306.0,fast_thinking,1588812.0,SubTSP‑1588776
1009.73,1588752,"[(11200, 12800, 10400, 12200), (1400, 2600, 7600, 9400)]",679.0,fast_thinking,1588776.0,SubTSP‑1588771
1036.42,1588704,"[(1500, 3300, 8200, 10800)]",488.0,fast_thinking,1588771.0,SubTSP‑1588752
1061.89,1588704,"[(1800, 3000, 6600, 8600), (11050, 12750, 10300, 12400)]",764.0,fast_thinking,1588752.0,SubTSP‑1588704
1081.63,1588704,"[(8600, 11200, 12680, 15000), (3200, 4730, 8800, 10800)]",872.0,reasoning,1588771.0,SubTSP‑1588704
1091.15,1588637,"[(10900, 12100, 9600, 11200)]",304.0,fast_thinking,1588704.0,SubTSP‑1588704
1109.84,1588607,"[(3600, 5520, 7320, 9400)]",363.0,reasoning,1588704.0,SubTSP‑1588637
1117.82,1588607,"[(900, 2000, 5600, 8200), (9800, 11200, 10000, 11800)]",525.0,fast_thinking,1588704.0,SubTSP‑1588607
1127.96,1588501,"[(130, 1900, 7200, 9400)]",385.0,reasoning,1588637.0,SubTSP‑1588607
1152.81,1588501,"[(1200, 2600, 6200, 9000), (9400, 10800, 9800, 11200)]",593.0,fast_thinking,1588607.0,SubTSP‑1588501
1181.44,1588311,"[(3800, 5200, 6000, 7200), (12800, 14500, 12600, 14550)]",311.0,reasoning,1588607.0,SubTSP‑1588501
1195.91,1588311,"[(1200, 2600, 6400, 9600), (12100, 13700, 10300, 11900)]",803.0,fast_thinking,1588501.0,SubTSP‑1588311
1220.72,1588214,"[(10800, 14000, 13600, 15600)]",434.0,reasoning,1588501.0,SubTSP‑1588311
1231.35,1588119,"[(12600, 13850, 10000, 11800)]",294.0,fast_thinking,1588311.0,SubTSP‑1588214
1240.04,1588079,"[(11000, 14000, 13600, 16000)]",477.0,reasoning,1588311.0,SubTSP‑1588119
1303.03,1588026,"[(10050, 11800, 12700, 15100)]",323.0,fast_thinking,1588079.0,SubTSP‑1588079
1321.9,1588026,"[(520, 2000, 6200, 8600), (8648, 10000, 10301, 11800)]",531.0,reasoning,1588079.0,SubTSP‑1588026
1336.29,1587797,"[(7600, 9400, 8800, 12000)]",383.0,fast_thinking,1588079.0,SubTSP‑1588026
1352.45,1587797,"[(9600, 12000, 11800, 14200), (3200, 5200, 9600, 11160)]",796.0,reasoning,1588026.0,SubTSP‑1587797
1361.24,1587797,"[(1200, 2600, 6400, 8800), (10050, 11800, 12000, 14200)]",608.0,fast_thinking,1588026.0,SubTSP‑1587797
1382.91,1587583,"[(12800, 15520, 13200, 15340)]",324.0,reasoning,1587797.0,SubTSP‑1587797
1443.06,1587323,"[(11700, 13500, 10200, 12000)]",414.0,reasoning,1587583.0,SubTSP‑1587583
1445.31,1587323,"[(1800, 2800, 6300, 8400), (10400, 12200, 11200, 13200)]",571.0,fast_thinking,1587583.0,SubTSP‑1587323
1482.64,1587323,"[(2080, 3600, 7320, 9000), (11828, 13800, 10184, 12150)]",877.0,reasoning,1587583.0,SubTSP‑1587323
1496.3,1587323,"[(1200, 3000, 5600, 8200), (9400, 11050, 10600, 12300)]",724.0,fast_thinking,1587323.0,SubTSP‑1587323
1525.77,1587055,"[(14200, 17300, 13500, 16080)]",428.0,reasoning,1587323.0,SubTSP‑1587323
1535.95,1587055,"[(1900, 3700, 7550, 8750), (16000, 17970, 14400, 21600)]",617.0,reasoning,1587323.0,SubTSP‑1587055
