latency,new_obj,coords,num_nodes_removed,llm_mode,global_solution_version,process_name
4.4,80883,,,LKH,,
315.01,80883,"[(0, 4345, 0, 652)]",1.0,fast_thinking,80883.0,SubTSP‑80883
368.46,80868,"[(2200, 4345, 1600, 3260)]",739.0,fast_thinking,80883.0,SubTSP‑80883
382.43,80842,"[(0, 1200, 0, 1500), (1500, 3000, 1500, 3150)]",623.0,reasoning,80883.0,SubTSP‑80868
383.82,80830,"[(0, 4300, 1962, 2943)]",737.0,fast_thinking,80883.0,SubTSP‑80842
386.92,80830,"[(0, 869, 0, 600)]",1.0,reasoning,80883.0,SubTSP‑80830
387.0,80830,"[(0, 4345, 0, 650)]",1.0,fast_thinking,80883.0,SubTSP‑80830
539.52,80830,"[(1500, 3000, 600, 2700), (3200, 4400, 600, 2700)]",1018.0,reasoning,80883.0,SubTSP‑80830
539.86,80830,"[(1000, 2600, 0, 1200), (1000, 2600, 2800, 3260)]",409.0,reasoning,80883.0,SubTSP‑80830
540.2,80830,"[(1262, 1400, 3014, 3220), (2700, 4350, 2600, 3260)]",214.0,reasoning,80883.0,SubTSP‑80830
597.74,80822,"[(0, 2200, 0, 1350), (2200, 4345, 1950, 3260)]",818.0,fast_thinking,80883.0,SubTSP‑80830
597.92,80822,"[(900, 995, 0, 3260), (2601, 2699, 0, 3260)]",119.0,reasoning,80883.0,SubTSP‑80822
